所屬業管機關,業者編號,卡號,電子票證卡種,持卡身分,票種類型,票種次類型,搭乘路線代碼,搭乘路線名稱,搭乘附屬路線代碼,搭乘附屬路線名稱,搭乘公車路線方向,公車路線計費方式[0: ODFares 上下車刷卡格式; 1: ODTapOnceFares 上車刷卡格式; 2: StageFares 區間收費格式],上車站牌代碼,上車站牌名稱,上車計費站序資料,刷卡上車時間,下車站牌代碼,下車站牌名稱,下車站牌站序,刷卡下車時間,收費價格,優惠額度,轉乘代碼紀錄,優惠資訊,實際支付價格,是否包含異常值(係指上下站值為-99或上下車時間為1970-01-01 00:00:00之情況),檢核錯誤代碼[-2: 未經二階段檢核; -1: 路線資訊錯誤; 0: 驗證通過; 1: 站牌或站位資訊錯誤; 2: 業者與路線資訊不匹配; 3: 路線、站牌與業者資訊不匹配],檢核結果[0: 值域或各式檢核未通過; 1: 值域各式檢核通過但包含異常值; 2: 代碼或邏輯檢核未通過; 3: 值域格式及代碼邏輯皆通過],原始票證筆數,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
Authority,OperatorNo,ID,IDType,HolderType,TicketType,SubTicketType,RouteUID,RouteName,SubRouteUID,SubRouteName,Direction,FarePricingType,BoardingStopUID,BoardingStopName,BoardingStopSequence,BoardingTime,DeboardingStopUID,DeboardingStopName,DeboardingStopSequence,DeboardingTime,Price,Discount,TransferCode,DiscountInfo,PaymentPrice,IsAbnormal,ErrorCode,Result,TicketCount,SrcUpdateTime,UpdateTime,InfoDate
Kaohsiung,1307,244b01dba419814eb2e6d755b54ba25bda400aea6603f218aceb53e9534904f5,iPASS,A,1,,KHH8502,8502,KHH8502,8502,0,0,KHH10850264011,八德路口(大灣),16,2024-07-31 16:00:00,KHH10850262021,義享天地,27,2024-07-31 17:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6ea029dc32444b382000bea72535eeda7836d1edde71f4831772fbfb8e220f54,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 13:00:00,KHH108501131452,購物廣場站,6,2024-07-31 14:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ba7e8c918bf0923600e81650711243c6da67dde4ef67ace59899e25f17589d9d,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,1,0,KHH10850582512,捷運苓雅運動園區站,11,2024-07-31 15:00:00,KHH108505148252,義大世界站,16,2024-07-31 15:00:00,68.0,68.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a9b6c82618cb3ee0f614b68ea1dbf1368de9b13fe6252aca36b11eeff845af39,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 07:00:00,KHH108501131452,購物廣場站,6,2024-07-31 08:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,97e83d9edfaf8cdbbe0f093f4dca47b3012c0faeeace770025b6a4f97970ef6f,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,0,0,KHH108502148261,義大世界站,1,2024-07-31 19:00:00,KHH10850238321,鼎西里,20,2024-07-31 19:00:00,50.0,50.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c4fe8609806c657e207e47a33a9248438aea44a82e48073888b9a138fef1a2fc,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 10:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,650b5d71fbe65f699605c492508a133bcc5dd7cff2005452116f1dab931ded61,iPASS,C01,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 06:00:00,KHH100503123372,義大醫院,1,2024-07-31 07:00:00,18.0,18.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,c591d709935d8aee6def84bd8e5906712e4faa2e2537e8652d384a3c45df2ae1,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6188708ac5ca3c36dec090507c78568695d46c5e0876dd3609e59193cb07f4e2,iPASS,A,1,,KHH8504,8504,KHH8504,8504,0,0,KHH108504131421,仁林路口(澄觀路二段),5,2024-07-31 16:00:00,KHH108504131751,婦幼館,11,2024-07-31 17:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,38ce20e6b68646775c59c4c767fa00e598305ee87b8a2ae8ac78316b1bbfcb7e,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 12:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 12:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fe6b979e508a09c1134cefac51f6ad032af6bc7b9b003773ddd7002661fefc9b,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 20:00:00,KHH108501131452,購物廣場站,6,2024-07-31 21:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b6c9d6c37e6ea096ec4da95fca43b15938a6b9fed0a6ea4f9b75b0b6e9dcdc6e,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,1,0,KHH108505118112,鳳新高中(南京路),8,2024-07-31 09:00:00,KHH108505148252,義大世界站,16,2024-07-31 09:00:00,75.0,75.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b345b407effc19f67b77d051c83327e66c1232c00486c4885b31cc8c1625b17a,iPASS,C09,4,#KHH-399,KHH8504,8504,KHH8504,8504,0,0,KHH108504148261,義大世界站,1,2024-07-31 16:00:00,KHH108504131771,建國一路,6,2024-07-31 17:00:00,64.0,64.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,13e115c600fc08a31e6d3ca996ca59069146f9a845a7f13b1dae12eb6804cc76,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 08:00:00,KHH108501148252,義大世界站,7,2024-07-31 09:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f8d5937b26ff06b4842d85bc314278cae59f25289e9c2b0cc78510ba51875ffd,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 12:00:00,KHH108501116242,古嚴寺,4,2024-07-31 12:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b1cdd158f6b3d0a0fcd56ddcb4ad23013701eb882fd1c0d88d876c405ba6e1cc,iPASS,C09,4,#KHH-399,KHH8502,8502,KHH8502,8502,1,0,KHH108502131512,高等法院,4,2024-07-31 17:00:00,KHH108502192212,捷運巨蛋站(篤敬路口),6,2024-07-31 17:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,22bc8390401fcd9c11940e51b617e4d63e51f12d0f1c6974b6f1040cfb17fe72,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 18:00:00,KHH108506118141,捷運岡山高醫站,16,2024-07-31 19:00:00,70.0,70.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,77d8bcf49352eae49b5b411e65b0ec879001b9e87f6f0e5fbf6f388644526f83,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 13:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 13:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f169b3377a33e5adf5d8658167a52e67ef9fd55b24eed7a340c6baed74ab341c,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8504,8504,KHH8504,8504,1,0,KHH108504169202,捷運鳳山國中站(郵局),3,2024-07-31 07:00:00,KHH108504148252,義大世界站,22,2024-07-31 08:00:00,57.0,57.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9f9c0e18f865ed671a0ca55cf03f9976a10d90a4f4f15e78050d09127fababbc,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 20:00:00,KHH108501131452,購物廣場站,6,2024-07-31 20:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,903d8570aede6890450a62b9acdaf451a585dbf5b336159f8e07eac281326202,iPASS,C09,4,#KHH-399,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 19:00:00,KHH108506115991,楠梓火車站,7,2024-07-31 20:00:00,69.0,69.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,209037fca020b6f2fd9e1ed8b32b584c298d7830e6fcd4819da9c21505c0e4ae,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 21:00:00,KHH108501131452,購物廣場站,6,2024-07-31 22:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,f28ba6bd187281a6871073c0f7a7be6d8c6ecbd47ac92f51aeb8659da8d9981f,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 08:00:00,KHH100503123372,義大醫院,1,2024-07-31 08:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,6ea95a1f7345614a7035b2bacc7e849a808427d3ead43c8b4f78cd611578067c,iPASS,B,1,,KHH8502,8502,KHH8502,8502,1,0,KHH108502184352,大昌醫院,15,2024-07-31 06:00:00,KHH108502160372,仁武高中,30,2024-07-31 07:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,38d40641cd782244e2cd33fba292712fa85c900aee0b6f4145435ccfb030383b,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 13:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 13:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,397cc3c9049694f933a1c26df5f766eb6cd53eceb21becde251c2e9d7bfbe8eb,EasyCard,A,1,,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 17:00:00,KHH10850586581,前鎮高中,17,2024-07-31 18:00:00,65.0,5.0,,03,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3f0343b93db78e3f0698491ed963a4b458a5afbcb9f0bf96b9962684b01ef220,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 15:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cd20e33eeee4b86316a3679b626a7efbc0f18aa070c401907d2c1656bc33dbd7,iPASS,C09,4,#KHH-399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 07:00:00,KHH100503191972,樹德科技大學(橫山路),4,2024-07-31 07:00:00,36.0,36.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8b4a8b0cf3641c9a75c143a6ac0f0ef932f84de3de0f30b02b3586a60490e62d,PaymentID,C09,4,#KHH-MaaS_30D399,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503125271,義大醫院,6,2024-07-31 14:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 15:00:00,24.0,24.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,60528327f07a9458cd70f6281eeeec804c703292945b9179e5b5ad539e2668d1,iPASS,C02,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123401,樹德科技大學(校區),4,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,12.0,0.0,,,12.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1615095efbc53f6a38b6c7aa92f477f21d4303b24b48aff9646c04d10394a1b2,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,1,0,KHH100503133052,高鐵左營站,6,2024-07-31 09:00:00,KHH100503123372,義大醫院,1,2024-07-31 10:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a84e220ce70d9012129d3fef294619d09a12d05ea3acb26a4617c46891e0a88b,iPASS,C09,4,#KHH-399,KHH8502,8502,KHH8502,8502,1,0,KHH108502136582,金獅湖站,17,2024-07-31 06:00:00,KHH108502160372,仁武高中,30,2024-07-31 07:00:00,52.0,52.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fae8a93ee8778c7ae276537767e7427bba3615171e99d1ab2d1ec8a7edfbb4b9,iPASS,C01,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501115951,購物廣場站,2,2024-07-31 18:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 19:00:00,17.0,17.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,176cfe66a099cf89784c257e64976093d9149db2e1cb06e45a6d472b724dced1,iPASS,C09,4,#KHH-399,KHH96,96,KHH96,96,0,0,KHH100096148271,義守大學站,2,2024-07-31 17:00:00,KHH100096152211,翠屏路口(中山路),7,2024-07-31 17:00:00,24.0,24.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9091c044d9c3e747b7c0d9ebc72e1634e76d3ecccfe6abdd02426c931d11804b,iPASS,B,1,,KHH8504,8504,KHH8504,8504,1,0,KHH108504169202,捷運鳳山國中站(郵局),3,2024-07-31 12:00:00,KHH108504131452,購物廣場站,21,2024-07-31 13:00:00,56.0,0.0,,,56.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,70da0a51f79b4431463bf16aeb791e3e301af03fd7294991648fb82eccc5a246,iPASS,A,1,,KHH8504,8504,KHH8504,8504,1,0,KHH10850438232,大潤發,8,2024-07-31 21:00:00,KHH10850492792,行仁路,13,2024-07-31 21:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,306ce8fe4b5862bf948adfd3d0a14bb9073b0d50c3870f7874dcf31fa7b34c39,iPASS,C01,1,,KHH8506,8506,KHH8506,8506,1,0,KHH10850688292,捷運青埔站,11,2024-07-31 13:00:00,KHH108506115922,楠梓火車站,15,2024-07-31 13:00:00,13.0,13.0,,,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ee2531d8732361a11ff3404fce2953a6cd255018cae1dfaa1e7427aa2c95481b,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 18:00:00,KHH108501145831,博愛三路口,6,2024-07-31 18:00:00,60.0,60.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a9a736feb33a929347293372efbc6536c4760dbd5807f0406e9e4c6f1906ef93,PaymentID,C09,4,#KHH-MaaS_30D399,KHH96,96,KHH96,96,1,0,KHH100096148202,義大醫院,1,2024-07-31 15:00:00,KHH100096158982,翠屏路口(中山路),5,2024-07-31 15:00:00,12.0,12.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a2ebbd06f3f46f9dea279717db9f4c50783e12799127317a5213b88a33f0e487,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a00a394606e1ffbb1d735e81d92fb18d702cd8cb6883ef0b0a34b87d85c81e7d,iPASS,C09,4,#KHH-399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,63.0,63.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,a98129d19734d79b7f68b5e14aab2007ea5290c0e5e916d11cbcae0bfd4808db,iPASS,B,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 17:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,5f74f9d6e461ae8f8a4195a242ad60467fa75583831a19731f7887235e93cdac,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 17:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 18:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,3b8b74935de93a89ee772e30b7787afcb99acf8f870411e3594bd73262c469c5,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 11:00:00,KHH108501148252,義大世界站,7,2024-07-31 11:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,bc565ec0cf86a74a400bf19ecc64f6282d0653da185b805c0da587bddd9fccb6,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,1,0,KHH108506191582,大社果菜市場,18,2024-07-31 18:00:00,KHH108506115952,購物廣場站,20,2024-07-31 19:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,4f46a010d2e0b4d793957058165630d062dddffc57345c4b65b8c118eb1cf83f,EasyCard,A,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123401,樹德科技大學(校區),4,2024-07-31 15:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 16:00:00,36.0,12.0,,03,24.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1d006f12f3a990c716536907d61312ecaae32c212019ac362cada6741369dd2a,iPASS,B,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506131461,購物廣場站,2,2024-07-31 22:00:00,KHH108506191591,大社果菜市場,4,2024-07-31 22:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,9e328cdaa0beecc9a1a4b7175c31eac5da664072dbec67e9d98dd04ce9611404,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 18:00:00,KHH108506118141,捷運岡山高醫站,16,2024-07-31 19:00:00,70.0,70.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,8553f49330fc1309691a54ef961fe03244403a2675f92617e1d6db632ccdfe1e,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 16:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 16:00:00,37.0,37.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,024e9cd228634d8ceaa94c3625ddb2c8fbe495dade35721434f2797849650506,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),0,0,KHH108501148261,義大世界站,1,2024-07-31 20:00:00,KHH108501133051,高鐵左營站,7,2024-07-31 21:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,e0322abac627c4ad7bd9e483d6600abfe693ff42960d95fb8a031341f58a475f,iPASS,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 18:00:00,KHH108501148252,義大世界站,7,2024-07-31 19:00:00,37.0,0.0,,,37.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,cab8be936be9a7dbb8d26a67ea6d69862ded8afdee2a033144543098f9457292,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 12:00:00,KHH10850535211,捷運苓雅運動園區站,6,2024-07-31 13:00:00,42.0,42.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,fab96d68730166e68b231681ceb2f4afabea00a0f80e5ae5301625e3b45302b0,iPASS,C09,4,#KHH-399,KHH8505,8505,KHH8505,8505,0,0,KHH108505148261,義大世界站,1,2024-07-31 22:00:00,KHH10850535211,捷運苓雅運動園區站,6,2024-07-31 22:00:00,68.0,68.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,b6d5cc996431742c4807807e2891f6ca9f826bb356733c944bbd59b72ff12e42,PaymentID,C09,4,#KHH-MaaS_30D399,KHH8502,8502,KHH8502,8502,0,0,KHH10850288181,仁德街口(中華路),7,2024-07-31 06:00:00,KHH10850235301,金獅湖站,19,2024-07-31 06:00:00,26.0,26.0,,0103,0.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,64d0b725d500249cb091782a223ab9b226ef7cb3c8819b86b1e5547b82c8ab74,iPASS,B,1,,KHH503,E03A燕巢快線,KHH503,E03A燕巢快線,0,0,KHH100503123401,樹德科技大學(校區),4,2024-07-31 16:00:00,KHH10050388151,高鐵左營站,1,2024-07-31 17:00:00,20.0,0.0,,,20.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1552cbbe093cbc350e972817c3576c6f6ffec21dc4d308a76de1663e34886436,EasyCard,B,1,,KHH8503,8503,KHH8503,8503,1,0,KHH108503131592,市政大樓(四維三路),1,2024-07-31 14:00:00,KHH108503148252,義大世界站,18,2024-07-31 15:00:00,68.0,8.0,,0103,60.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,27b404f7bcdad6c9472619fb160e75f4081de009c1bc8b477735e8d01c71892b,EasyCard,A,1,,KHH8501,8501(部分繞駛義守大學),KHH8501,8501(部分繞駛義守大學),1,0,KHH10850188152,高鐵左營站,1,2024-07-31 12:00:00,KHH108501131452,購物廣場站,6,2024-07-31 12:00:00,34.0,0.0,,,34.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,1d896f91f18d5aa442741b0db6fa5214d66639faaa70b8faf6b8d0301d3a8c7a,iPASS,B,1,,KHH8506,8506,KHH8506,8506,1,0,KHH108506115942,中山路(中正路口),17,2024-07-31 14:00:00,KHH108506115952,購物廣場站,20,2024-07-31 14:00:00,27.0,0.0,,,27.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,ceb572f50016f55a91873d95fda4d2d9a3f657242d506dc4299d143bb27a6967,iPASS,B,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506148261,義大世界站,1,2024-07-31 17:00:00,KHH108506191591,大社果菜市場,4,2024-07-31 18:00:00,29.0,0.0,,,29.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
Kaohsiung,1307,347b7b7a2c47522d4d58a002b9028dec5fb4745bb9fe23c81bb487522ee035de,EasyCard,A,1,,KHH8506,8506,KHH8506,8506,0,0,KHH108506116001,楠梓國中,9,2024-07-31 12:00:00,KHH10850688601,捷運青埔站,11,2024-07-31 12:00:00,26.0,0.0,,,26.0,0,0,3,1,2024-08-14 13:08:43,2024-08-15 19:03:50,2024-07-31
