旅次日期,旅次時段(Ex: 12表示為12時00分至12時59分),票證分類 (N-IC: 非電子票證; IC: 電子票證),電子票證卡種,持卡身分,起站代碼,起站中文名稱,迄站代碼,迄站中文名稱,旅運量,資料代表日期(yyyy-MM-dd)
TripDate,TripHour,TicketClass,IDType,HolderType,OriginStationID,OriginStationName,DestinationStationID,DestinationStationName,Volume,InfoDate
2024/5/31,10,IC,EasyCard,A,R20,後勁                  ,R4,高雄國際機場              ,3,2024/5/31
2024/5/31,13,IC,iPASS,C02,O8,五塊厝                 ,O4,前金                  ,1,2024/5/31
2024/5/31,12,IC,iPASS,C01,R6,凱旋                  ,R16,左營                  ,2,2024/5/31
2024/5/31,7,IC,iPASS,B,R4,高雄國際機場,R5,前鎮高中,3,2024/5/31
2024/5/31,16,IC,iPASS,C02,R12,後驛                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,6,IC,iPASS,C02,R14,巨蛋                  ,O6,信義國小                ,1,2024/5/31
2024/5/31,0,IC,iPASS,A,R12,後驛,R5,前鎮高中,1,2024/5/31
2024/5/31,11,IC,EasyCard,A,O10,衛武營                 ,O1,哈瑪星                 ,3,2024/5/31
2024/5/31,17,IC,EasyCard,A,R24,岡山高醫                ,R13,凹子底                 ,5,2024/5/31
2024/5/31,20,IC,iPASS,B,O11,鳳山西站,OT1,大寮,3,2024/5/31
2024/5/31,22,IC,iPASS,A,O8,五塊厝,O2,鹽埕埔,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,O7,文化中心                ,R9,中央公園                ,2,2024/5/31
2024/5/31,9,IC,PaymentID,A,R19,楠梓科技園區,R16,左營,1,2024/5/31
2024/5/31,7,IC,iPASS,A,O10,衛武營,O14,鳳山國中,3,2024/5/31
2024/5/31,19,IC,iPASS,A,R3,小港                  ,R9,中央公園                ,3,2024/5/31
2024/5/31,13,IC,iPASS,A,R16,左營,R11,高雄車站,3,2024/5/31
2024/5/31,20,IC,iPASS,B,R16,左營                  ,R8,三多商圈                ,2,2024/5/31
2024/5/31,9,IC,iPASS,B,R23,橋頭火車站,OT1,大寮,1,2024/5/31
2024/5/31,10,IC,EasyCard,A,O1,哈瑪星                 ,O5/R10,美麗島                 ,4,2024/5/31
2024/5/31,10,IC,iPASS,C01,O5/R10,美麗島                 ,R17,世運                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O13,大東,O7,文化中心,6,2024/5/31
2024/5/31,12,IC,EasyCard,A,O1,哈瑪星                 ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,R16,左營                  ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,19,N-IC,,,R16,左營,R12,後驛,7,2024/5/31
2024/5/31,12,IC,iPASS,A,R9,中央公園,R24,岡山高醫,3,2024/5/31
2024/5/31,15,IC,EasyCard,B,O1,哈瑪星                 ,R12,後驛                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,B,R18,油廠國小                ,R11,高雄車站                ,2,2024/5/31
2024/5/31,13,IC,iPASS,A,O10,衛武營,O12,鳳山,3,2024/5/31
2024/5/31,18,IC,EasyCard,A,O5/R10,美麗島                 ,R12,後驛                  ,3,2024/5/31
2024/5/31,10,IC,iPASS,A,R7,獅甲                  ,R19,楠梓科技園區              ,4,2024/5/31
2024/5/31,17,IC,iPASS,C01,R6,凱旋                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,R9,中央公園                ,R6,凱旋                  ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R16,左營,R8,三多商圈,10,2024/5/31
2024/5/31,11,IC,iPASS,C02,O10,衛武營                 ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,15,IC,iPASS,C02,R9,中央公園                ,O7,文化中心                ,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R24,岡山高醫,R18,油廠國小,1,2024/5/31
2024/5/31,17,IC,PaymentID,A,R12,後驛,R16,左營,5,2024/5/31
2024/5/31,15,IC,iPASS,C02,R5,前鎮高中                ,R4A,草衙                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R8,三多商圈,R6,凱旋,4,2024/5/31
2024/5/31,11,IC,iPASS,A,O11,鳳山西站,O6,信義國小,2,2024/5/31
2024/5/31,0,IC,iPASS,A,O5/R10,美麗島,R12,後驛,1,2024/5/31
2024/5/31,6,IC,iPASS,A,R6,凱旋,R23,橋頭火車站,4,2024/5/31
2024/5/31,10,IC,iPASS,A,R16,左營,R22A,橋頭糖廠,2,2024/5/31
2024/5/31,12,IC,iPASS,A,R11,高雄車站                ,O5/R10,美麗島                 ,10,2024/5/31
2024/5/31,16,IC,iPASS,A,R8,三多商圈,O14,鳳山國中,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,O4,前金                  ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,11,IC,iPASS,C01,O6,信義國小                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,23,IC,iPASS,B,R16,左營                  ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,O6,信義國小,OT1,大寮,2,2024/5/31
2024/5/31,15,IC,iPASS,A,O7,文化中心,O2,鹽埕埔,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R11,高雄車站                ,R8,三多商圈                ,8,2024/5/31
2024/5/31,12,IC,iPASS,A,R17,世運                  ,O5/R10,美麗島                 ,2,2024/5/31
2024/5/31,18,IC,CreditCard,A,R19,楠梓科技園區,R24,岡山高醫,1,2024/5/31
2024/5/31,11,IC,iPASS,A,O7,文化中心,R12,後驛,1,2024/5/31
2024/5/31,11,IC,iPASS,A,O10,衛武營,R18,油廠國小,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R8,三多商圈                ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,O4,前金                  ,OT1,大寮                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,C01,R16,左營                  ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,R4A,草衙                  ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R18,油廠國小                ,R15,生態園區                ,1,2024/5/31
2024/5/31,18,N-IC,,,R7,獅甲,R13,凹子底,2,2024/5/31
2024/5/31,9,IC,iPASS,A,R12,後驛,R20,後勁,2,2024/5/31
2024/5/31,22,IC,iPASS,A,O14,鳳山國中,R16,左營,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R11,高雄車站                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R18,油廠國小                ,R11,高雄車站                ,3,2024/5/31
2024/5/31,6,IC,iPASS,A,R24,岡山高醫,R12,後驛,6,2024/5/31
2024/5/31,9,IC,EasyCard,A,R24,岡山高醫                ,R16,左營                  ,4,2024/5/31
2024/5/31,13,IC,EasyCard,A,R4,高雄國際機場              ,R6,凱旋                  ,2,2024/5/31
2024/5/31,21,IC,EasyCard,A,O10,衛武營                 ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,9,N-IC,,,R18,油廠國小,R8,三多商圈,2,2024/5/31
2024/5/31,9,IC,EasyCard,A,R13,凹子底                 ,OT1,大寮                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,R23,橋頭火車站               ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,O1,哈瑪星                 ,O2,鹽埕埔                 ,3,2024/5/31
2024/5/31,17,IC,iPASS,A,R18,油廠國小                ,R14,巨蛋                  ,5,2024/5/31
2024/5/31,17,IC,iPASS,C01,R21,都會公園                ,R4A,草衙                  ,1,2024/5/31
2024/5/31,6,IC,icash,A,R9,中央公園                ,R16,左營                  ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R8,三多商圈                ,O4,前金                  ,1,2024/5/31
2024/5/31,16,IC,EasyCard,A,R23,橋頭火車站               ,R20,後勁                  ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R17,世運                  ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R14,巨蛋,R22,青埔,7,2024/5/31
2024/5/31,6,IC,iPASS,A,O5/R10,美麗島                 ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,11,IC,iPASS,C01,OT1,大寮                  ,R7,獅甲                  ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R4,高雄國際機場              ,O13,大東                  ,1,2024/5/31
2024/5/31,22,IC,iPASS,B,R8,三多商圈                ,R24,岡山高醫                ,2,2024/5/31
2024/5/31,6,IC,iPASS,A,O1,哈瑪星                 ,R11,高雄車站                ,1,2024/5/31
2024/5/31,23,IC,iPASS,B,O5/R10,美麗島                 ,O12,鳳山                  ,1,2024/5/31
2024/5/31,20,IC,iPASS,B,O1,哈瑪星,O4,前金,1,2024/5/31
2024/5/31,8,IC,iPASS,A,O1,哈瑪星,R12,後驛,1,2024/5/31
2024/5/31,11,IC,iPASS,C01,R16,左營                  ,R12,後驛                  ,5,2024/5/31
2024/5/31,7,IC,PaymentID,A,R8,三多商圈,R9,中央公園,1,2024/5/31
2024/5/31,0,IC,iPASS,A,R3,小港,R14,巨蛋,1,2024/5/31
2024/5/31,13,IC,iPASS,B,R19,楠梓科技園區              ,R3,小港                  ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,O1,哈瑪星                 ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O13,大東                  ,O6,信義國小                ,1,2024/5/31
2024/5/31,17,IC,CreditCard,A,OT1,大寮,R11,高雄車站,1,2024/5/31
2024/5/31,6,IC,iPASS,A,O8,五塊厝,R7,獅甲,1,2024/5/31
2024/5/31,10,IC,CreditCard,A,O5/R10,美麗島,R22,青埔,1,2024/5/31
2024/5/31,8,IC,iPASS,B,R9,中央公園                ,O10,衛武營                 ,2,2024/5/31
2024/5/31,16,IC,iPASS,B,R11,高雄車站,R22,青埔,2,2024/5/31
2024/5/31,17,IC,EasyCard,B,R6,凱旋                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,12,IC,iPASS,C02,O4,前金                  ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,9,IC,EasyCard,A,R14,巨蛋                  ,O1,哈瑪星                 ,2,2024/5/31
2024/5/31,9,IC,iPASS,A,R19,楠梓科學園區,O4,前金,1,2024/5/31
2024/5/31,13,IC,EasyCard,B,R16,左營                  ,O6,信義國小                ,2,2024/5/31
2024/5/31,12,IC,iPASS,A,O1,哈瑪星,R8,三多商圈,3,2024/5/31
2024/5/31,16,IC,iPASS,B,R5,前鎮高中                ,R3,小港                  ,24,2024/5/31
2024/5/31,11,IC,iPASS,A,O13,大東                  ,OT1,大寮                  ,2,2024/5/31
2024/5/31,21,IC,EasyCard,C01,R16,左營                  ,O4,前金                  ,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,OT1,大寮                  ,R8,三多商圈                ,2,2024/5/31
2024/5/31,18,IC,CreditCard,A,R5,前鎮高中,R11,高雄車站,1,2024/5/31
2024/5/31,22,IC,iPASS,C02,R4A,草衙                  ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,22,IC,iPASS,B,R12,後驛,R19,楠梓科技園區,1,2024/5/31
2024/5/31,18,IC,iPASS,B,O6,信義國小                ,O5/R10,美麗島                 ,3,2024/5/31
2024/5/31,14,IC,iPASS,A,R4,高雄國際機場              ,O5/R10,美麗島                 ,4,2024/5/31
2024/5/31,18,IC,EasyCard,A,R22,青埔                  ,O10,衛武營                 ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,O4,前金,O13,大東,5,2024/5/31
2024/5/31,13,IC,iPASS,A,R21,都會公園,O13,大東,2,2024/5/31
2024/5/31,10,IC,EasyCard,A,R16,左營                  ,R3,小港                  ,2,2024/5/31
2024/5/31,23,IC,EasyCard,A,O9,苓雅運動園區              ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R17,世運,R4A,草衙,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R13,凹子底,O5/R10,美麗島,7,2024/5/31
2024/5/31,19,IC,iPASS,C01,R4,高雄國際機場              ,R4A,草衙                  ,1,2024/5/31
2024/5/31,10,IC,iPASS,C02,R12,後驛                  ,R13,凹子底                 ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R3,小港                  ,R4A,草衙                  ,1,2024/5/31
2024/5/31,20,IC,PaymentID,A,R12,後驛,R16,左營,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R21,都會公園,O4,前金,1,2024/5/31
2024/5/31,21,IC,iPASS,B,R16,左營                  ,O9,苓雅運動園區              ,2,2024/5/31
2024/5/31,11,IC,iPASS,A,R11,高雄車站                ,R13,凹子底                 ,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,R12,後驛                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,21,IC,iPASS,A,O11,鳳山西站,O4,前金,1,2024/5/31
2024/5/31,17,IC,iPASS,C02,O13,大東                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,14,N-IC,,,O13,大東,O5/R10,美麗島,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,R19,楠梓科技園區              ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,9,IC,EasyCard,A,O5/R10,美麗島                 ,O8,五塊厝                 ,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R3,小港                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,13,IC,iPASS,C01,R15,生態園區                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,16,IC,icash,A,O11,鳳山西站                ,R11,高雄車站                ,1,2024/5/31
2024/5/31,22,IC,CreditCard,A,O5/R10,美麗島,R16,左營,2,2024/5/31
2024/5/31,12,IC,iPASS,A,R17,世運,R6,凱旋,1,2024/5/31
2024/5/31,14,N-IC,,,R15,生態園區,R24,岡山高醫,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R23,橋頭火車站,R24,岡山高醫,5,2024/5/31
2024/5/31,7,IC,iPASS,B,O8,五塊厝                 ,R18,油廠國小                ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R18,油廠國小,O6,信義國小,1,2024/5/31
2024/5/31,19,IC,iPASS,C01,O1,哈瑪星                 ,R8,三多商圈                ,2,2024/5/31
2024/5/31,15,IC,iPASS,A,R11,高雄車站,R22,青埔,1,2024/5/31
2024/5/31,8,IC,iPASS,B,R11,高雄車站,R12,後驛,5,2024/5/31
2024/5/31,11,IC,iPASS,B,R4A,草衙                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,15,IC,iPASS,B,R17,世運                  ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,20,IC,EasyCard,A,R8,三多商圈                ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,O12,鳳山,R3,小港,3,2024/5/31
2024/5/31,7,IC,iPASS,C02,R15,生態園區                ,R13,凹子底                 ,2,2024/5/31
2024/5/31,16,IC,PaymentID,A,R3,小港,R8,三多商圈,2,2024/5/31
2024/5/31,15,IC,iPASS,A,R5,前鎮高中,O8,五塊厝,1,2024/5/31
2024/5/31,7,IC,iPASS,C02,R9,中央公園                ,R15,生態園區                ,1,2024/5/31
2024/5/31,0,IC,iPASS,B,O5/R10,美麗島,O2,鹽埕埔,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R4,高雄國際機場,R12,後驛,9,2024/5/31
2024/5/31,23,IC,iPASS,C01,R13,凹子底                 ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R22A,橋頭糖廠,R3,小港,1,2024/5/31
2024/5/31,15,IC,iPASS,C02,R24,岡山高醫                ,R6,凱旋                  ,2,2024/5/31
2024/5/31,8,IC,iPASS,B,O6,信義國小,OT1,大寮,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R3,小港                  ,R19,楠梓科技園區              ,3,2024/5/31
2024/5/31,13,IC,iPASS,B,O7,文化中心,O12,鳳山,1,2024/5/31
2024/5/31,18,IC,CreditCard,A,R4A,草衙,R4,高雄國際機場,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R6,凱旋                  ,R22,青埔                  ,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,R4A,草衙                  ,R4,高雄國際機場              ,10,2024/5/31
2024/5/31,18,IC,EasyCard,B,R3,小港                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,14,IC,iPASS,C01,O6,信義國小                ,R18,油廠國小                ,1,2024/5/31
2024/5/31,11,IC,iPASS,A,O14,鳳山國中,R8,三多商圈,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R16,左營                  ,R9,中央公園                ,10,2024/5/31
2024/5/31,17,IC,iPASS,B,R12,後驛,R22,青埔,1,2024/5/31
2024/5/31,19,IC,icash,A,O4,前金                  ,R16,左營                  ,1,2024/5/31
2024/5/31,9,IC,iPASS,A,R12,後驛                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,9,IC,iPASS,B,OT1,大寮,O13,大東,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O2,鹽埕埔,O9,苓雅運動園區,3,2024/5/31
2024/5/31,11,IC,icash,A,O4,前金                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,13,IC,EasyCard,A,R8,三多商圈                ,R7,獅甲                  ,2,2024/5/31
2024/5/31,22,IC,iPASS,A,R13,凹子底,R18,油廠國小,5,2024/5/31
2024/5/31,15,IC,iPASS,A,R22,青埔                  ,R16,左營                  ,3,2024/5/31
2024/5/31,8,IC,iPASS,A,R14,巨蛋                  ,O7,文化中心                ,1,2024/5/31
2024/5/31,18,IC,PaymentID,A,O11,鳳山西站,R16,左營,2,2024/5/31
2024/5/31,21,IC,iPASS,A,O6,信義國小                ,O10,衛武營                 ,1,2024/5/31
2024/5/31,18,N-IC,,,R8,三多商圈,O5/R10,美麗島,4,2024/5/31
2024/5/31,20,IC,iPASS,A,R5,前鎮高中                ,O5/R10,美麗島                 ,3,2024/5/31
2024/5/31,11,IC,iPASS,C02,O4,前金                  ,R12,後驛                  ,1,2024/5/31
2024/5/31,21,IC,EasyCard,B,R11,高雄車站                ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,23,IC,PaymentID,A,R4,高雄國際機場,R24,岡山高醫,2,2024/5/31
2024/5/31,8,IC,iPASS,A,R18,油廠國小,O8,五塊厝,4,2024/5/31
2024/5/31,8,IC,iPASS,B,O7,文化中心                ,OT1,大寮                  ,1,2024/5/31
2024/5/31,13,IC,EasyCard,B,R16,左營                  ,R5,前鎮高中                ,2,2024/5/31
2024/5/31,18,IC,iPASS,C01,R3,小港                  ,O5/R10,美麗島                 ,3,2024/5/31
2024/5/31,7,IC,iPASS,A,O14,鳳山國中,R23,橋頭火車站,1,2024/5/31
2024/5/31,20,IC,EasyCard,A,R14,巨蛋                  ,R17,世運                  ,2,2024/5/31
2024/5/31,17,IC,iPASS,A,R12,後驛,R23,橋頭火車站,5,2024/5/31
2024/5/31,16,IC,EasyCard,A,R23,橋頭火車站               ,O13,大東                  ,3,2024/5/31
2024/5/31,11,IC,EasyCard,A,R13,凹子底                 ,R8,三多商圈                ,2,2024/5/31
2024/5/31,15,IC,EasyCard,A,R3,小港                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,7,IC,iPASS,C01,R9,中央公園                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,10,IC,iPASS,B,O1,哈瑪星                 ,R16,左營                  ,3,2024/5/31
2024/5/31,8,IC,iPASS,A,R12,後驛                  ,R8,三多商圈                ,3,2024/5/31
2024/5/31,6,IC,iPASS,A,R4A,草衙,R21,都會公園,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,O1,哈瑪星                 ,R11,高雄車站                ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R11,高雄車站                ,R3,小港                  ,14,2024/5/31
2024/5/31,15,IC,iPASS,C02,OT1,大寮                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R13,凹子底                 ,R11,高雄車站                ,4,2024/5/31
2024/5/31,12,IC,iPASS,A,R16,左營                  ,O1,哈瑪星                 ,2,2024/5/31
2024/5/31,17,IC,iPASS,B,R21,都會公園                ,R11,高雄車站                ,2,2024/5/31
2024/5/31,20,IC,iPASS,B,O8,五塊厝,O14,鳳山國中,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R7,獅甲                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,16,IC,iPASS,C02,O14,鳳山國中                ,O11,鳳山西站                ,3,2024/5/31
2024/5/31,17,IC,iPASS,B,O11,鳳山西站,R4,高雄國際機場,3,2024/5/31
2024/5/31,14,IC,iPASS,A,R8,三多商圈                ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R8,三多商圈,O9,苓雅運動園區,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R6,凱旋,R8,三多商圈,6,2024/5/31
2024/5/31,8,IC,iPASS,B,R8,三多商圈                ,R16,左營                  ,2,2024/5/31
2024/5/31,13,IC,iPASS,A,R3,小港                  ,R11,高雄車站                ,6,2024/5/31
2024/5/31,8,IC,iPASS,A,R6,凱旋,O12,鳳山,1,2024/5/31
2024/5/31,13,IC,iPASS,C01,O5/R10,美麗島                 ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,18,IC,iPASS,C01,R14,巨蛋                  ,O2,鹽埕埔                 ,2,2024/5/31
2024/5/31,11,IC,iPASS,C01,R15,生態園區                ,R16,左營                  ,3,2024/5/31
2024/5/31,7,IC,iPASS,B,O12,鳳山,O7,文化中心,1,2024/5/31
2024/5/31,14,IC,EasyCard,C01,R6,凱旋                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R24,岡山高醫,R5,前鎮高中,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R24,岡山高醫                ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,7,IC,iPASS,A,OT1,大寮,R23,橋頭火車站,1,2024/5/31
2024/5/31,17,IC,iPASS,B,O1,哈瑪星                 ,O9,苓雅運動園區              ,2,2024/5/31
2024/5/31,13,IC,CreditCard,A,O6,信義國小,R7,獅甲,1,2024/5/31
2024/5/31,13,IC,iPASS,B,O1,哈瑪星,R15,生態園區,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R3,小港,R4,高雄國際機場,2,2024/5/31
2024/5/31,8,IC,iPASS,A,O1,哈瑪星                 ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,O6,信義國小                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,R9,中央公園                ,O12,鳳山                  ,1,2024/5/31
2024/5/31,9,IC,PaymentID,A,R12,後驛,R3,小港,1,2024/5/31
2024/5/31,16,IC,iPASS,A,O2,鹽埕埔,O11,鳳山西站,4,2024/5/31
2024/5/31,15,IC,EasyCard,A,O12,鳳山                  ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,13,IC,iPASS,B,O12,鳳山                  ,O6,信義國小                ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R11,高雄車站,R20,後勁,2,2024/5/31
2024/5/31,13,IC,iPASS,B,OT1,大寮                  ,O4,前金                  ,2,2024/5/31
2024/5/31,19,IC,iPASS,A,O8,五塊厝,R23,橋頭火車站,2,2024/5/31
2024/5/31,12,IC,iPASS,B,O5/R10,美麗島                 ,R11,高雄車站                ,2,2024/5/31
2024/5/31,18,IC,icash,A,O11,鳳山西站                ,O7,文化中心                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R16,左營,R13,凹子底,12,2024/5/31
2024/5/31,7,IC,iPASS,B,R3,小港                  ,O10,衛武營                 ,1,2024/5/31
2024/5/31,23,IC,PaymentID,A,R14,巨蛋,R19,楠梓科技園區,2,2024/5/31
2024/5/31,6,IC,iPASS,A,O11,鳳山西站                ,R16,左營                  ,1,2024/5/31
2024/5/31,17,N-IC,,,O5/R10,美麗島,O11,鳳山西站,2,2024/5/31
2024/5/31,12,IC,EasyCard,A,O7,文化中心                ,R8,三多商圈                ,3,2024/5/31
2024/5/31,22,IC,iPASS,A,O1,哈瑪星                 ,R15,生態園區                ,2,2024/5/31
2024/5/31,21,IC,iPASS,A,R4A,草衙                  ,R18,油廠國小                ,1,2024/5/31
2024/5/31,12,IC,iPASS,C01,O6,信義國小                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,O4,前金                  ,R13,凹子底                 ,1,2024/5/31
2024/5/31,23,IC,iPASS,B,OT1,大寮                  ,R21,都會公園                ,1,2024/5/31
2024/5/31,22,IC,iPASS,B,O5/R10,美麗島,R13,凹子底,1,2024/5/31
2024/5/31,11,IC,iPASS,A,O2,鹽埕埔,O10,衛武營,1,2024/5/31
2024/5/31,21,IC,PaymentID,A,O9,苓雅運動園區,O14,鳳山國中,1,2024/5/31
2024/5/31,7,IC,iPASS,B,OT1,大寮                  ,O10,衛武營                 ,2,2024/5/31
2024/5/31,18,IC,iPASS,A,O6,信義國小,R21,都會公園,15,2024/5/31
2024/5/31,19,N-IC,,,R7,獅甲,R24,岡山高醫,1,2024/5/31
2024/5/31,19,IC,iPASS,B,R8,三多商圈                ,O4,前金                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,O1,哈瑪星,O14,鳳山國中,5,2024/5/31
2024/5/31,23,IC,iPASS,A,R7,獅甲                  ,R17,世運                  ,1,2024/5/31
2024/5/31,13,IC,iPASS,C01,R21,都會公園                ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,9,IC,iPASS,B,R17,世運,O1,哈瑪星,1,2024/5/31
2024/5/31,19,IC,iPASS,B,R21,都會公園                ,R24,岡山高醫                ,3,2024/5/31
2024/5/31,15,IC,iPASS,A,R6,凱旋                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,R14,巨蛋                  ,R20,後勁                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R13,凹子底                 ,R22,青埔                  ,2,2024/5/31
2024/5/31,16,IC,iPASS,C01,O8,五塊厝                 ,R4A,草衙                  ,2,2024/5/31
2024/5/31,18,IC,PaymentID,A,R14,巨蛋,R6,凱旋,1,2024/5/31
2024/5/31,13,IC,iPASS,A,R19,楠梓科學園區,O12,鳳山,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R14,巨蛋,R23,橋頭火車站,7,2024/5/31
2024/5/31,18,N-IC,,,O5/R10,美麗島,O2,鹽埕埔,3,2024/5/31
2024/5/31,16,IC,iPASS,A,R11,高雄車站,O4,前金,3,2024/5/31
2024/5/31,6,IC,iPASS,A,R6,凱旋,R6,凱旋,1,2024/5/31
2024/5/31,12,IC,CreditCard,A,O4,前金,R16,左營,4,2024/5/31
2024/5/31,7,IC,iPASS,B,R20,後勁,O7,文化中心,2,2024/5/31
2024/5/31,15,IC,iPASS,A,R7,獅甲,R3,小港,4,2024/5/31
2024/5/31,11,IC,iPASS,B,R16,左營                  ,R11,高雄車站                ,2,2024/5/31
2024/5/31,13,IC,iPASS,B,R16,左營                  ,R6,凱旋                  ,4,2024/5/31
2024/5/31,7,IC,iPASS,B,R14,巨蛋,R6,凱旋,3,2024/5/31
2024/5/31,15,IC,EasyCard,A,R13,凹子底                 ,O5/R10,美麗島                 ,3,2024/5/31
2024/5/31,20,IC,iPASS,A,R18,油廠國小,O11,鳳山西站,1,2024/5/31
2024/5/31,13,IC,iPASS,C01,R7,獅甲                  ,R4,高雄國際機場              ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R18,油廠國小,R3,小港,3,2024/5/31
2024/5/31,17,IC,iPASS,A,R16,左營                  ,R6,凱旋                  ,20,2024/5/31
