旅次日期,旅次時段(Ex: 12表示為12時00分至12時59分),票證分類 (N-IC: 非電子票證; IC: 電子票證),電子票證卡種,持卡身分,起站代碼,起站中文名稱,迄站代碼,迄站中文名稱,旅運量,資料代表日期(yyyy-MM-dd)
TripDate,TripHour,TicketClass,IDType,HolderType,OriginStationID,OriginStationName,DestinationStationID,DestinationStationName,Volume,InfoDate
2024/5/31,19,IC,iPASS,B,R17,世運                  ,R13,凹子底                 ,1,2024/5/31
2024/5/31,14,IC,PaymentID,A,R13,凹子底,R8,三多商圈,2,2024/5/31
2024/5/31,17,IC,iPASS,B,R18,油廠國小                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,14,IC,EasyCard,A,O8,五塊厝                 ,O6,信義國小                ,2,2024/5/31
2024/5/31,22,IC,CreditCard,A,O1,哈瑪星,R16,左營,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,R12,後驛                  ,R13,凹子底                 ,2,2024/5/31
2024/5/31,10,IC,iPASS,A,R13,凹子底,R22A,橋頭糖廠,2,2024/5/31
2024/5/31,18,IC,iPASS,A,R3,小港,R20,後勁,8,2024/5/31
2024/5/31,10,IC,PaymentID,A,R12,後驛,R16,左營,1,2024/5/31
2024/5/31,15,IC,iPASS,C02,R4A,草衙                  ,R3,小港                  ,2,2024/5/31
2024/5/31,18,IC,iPASS,C02,O7,文化中心                ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,17,IC,iPASS,B,R19,楠梓科技園區              ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,7,IC,iPASS,B,O11,鳳山西站,R11,高雄車站,2,2024/5/31
2024/5/31,11,IC,iPASS,A,R14,巨蛋,R19,楠梓科技園區,4,2024/5/31
2024/5/31,8,IC,EasyCard,A,R12,後驛                  ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,13,IC,iPASS,A,O8,五塊厝,R13,凹子底,2,2024/5/31
2024/5/31,7,N-IC,,,OT1,大寮,R13,凹子底,1,2024/5/31
2024/5/31,12,IC,iPASS,A,O14,鳳山國中,R15,生態園區,2,2024/5/31
2024/5/31,23,IC,EasyCard,A,R13,凹子底                 ,O2,鹽埕埔                 ,3,2024/5/31
2024/5/31,16,IC,iPASS,B,R19,楠梓科技園區,R22,青埔,1,2024/5/31
2024/5/31,14,IC,PaymentID,A,R3,小港,R11,高雄車站,2,2024/5/31
2024/5/31,22,IC,iPASS,A,R14,巨蛋,R24,岡山高醫,17,2024/5/31
2024/5/31,13,IC,iPASS,C01,R12,後驛                  ,O4,前金                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R13,凹子底,R12,後驛,6,2024/5/31
2024/5/31,21,IC,iPASS,A,O7,文化中心,O9,苓雅運動園區,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,O9,苓雅運動園區              ,O13,大東                  ,4,2024/5/31
2024/5/31,12,IC,iPASS,A,R12,後驛,O11,鳳山西站,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,O13,大東                  ,R19,楠梓科技園區              ,2,2024/5/31
2024/5/31,17,IC,iPASS,C02,O10,衛武營                 ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R19,楠梓科學園區,R5,前鎮高中,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,R5,前鎮高中                ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,18,IC,EasyCard,B,R9,中央公園                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R13,凹子底                 ,R12,後驛                  ,4,2024/5/31
2024/5/31,12,IC,iPASS,A,O5/R10,美麗島                 ,O4,前金                  ,3,2024/5/31
2024/5/31,14,IC,iPASS,A,R13,凹子底,O7,文化中心,1,2024/5/31
2024/5/31,17,IC,iPASS,B,O11,鳳山西站,O14,鳳山國中,5,2024/5/31
2024/5/31,16,IC,iPASS,A,R7,獅甲                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R13,凹子底                 ,R14,巨蛋                  ,7,2024/5/31
2024/5/31,22,IC,iPASS,A,R9,中央公園                ,R19,楠梓科技園區              ,1,2024/5/31
2024/5/31,22,IC,PaymentID,A,R9,中央公園,R14,巨蛋,2,2024/5/31
2024/5/31,18,IC,iPASS,A,O7,文化中心                ,R14,巨蛋                  ,6,2024/5/31
2024/5/31,8,IC,iPASS,A,O6,信義國小,OT1,大寮,4,2024/5/31
2024/5/31,15,IC,iPASS,A,R5,前鎮高中                ,R13,凹子底                 ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R22,青埔,R14,巨蛋,2,2024/5/31
2024/5/31,17,IC,iPASS,A,O7,文化中心,R12,後驛,3,2024/5/31
2024/5/31,19,IC,iPASS,C01,O4,前金                  ,O10,衛武營                 ,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R4A,草衙,R19,楠梓科技園區,1,2024/5/31
2024/5/31,14,N-IC,,,R22A,橋頭糖廠,R24,岡山高醫,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R14,巨蛋,R8,三多商圈,58,2024/5/31
2024/5/31,20,IC,EasyCard,A,R6,凱旋                  ,R5,前鎮高中                ,2,2024/5/31
2024/5/31,14,IC,iPASS,C02,O8,五塊厝                 ,R6,凱旋                  ,1,2024/5/31
2024/5/31,21,IC,CreditCard,A,R3,小港,R13,凹子底,1,2024/5/31
2024/5/31,12,IC,EasyCard,A,R24,岡山高醫                ,R14,巨蛋                  ,3,2024/5/31
2024/5/31,17,IC,iPASS,C02,R16,左營                  ,R22,青埔                  ,1,2024/5/31
2024/5/31,6,IC,iPASS,A,R23,橋頭火車站,OT1,大寮,1,2024/5/31
2024/5/31,22,IC,icash,A,O12,鳳山                  ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,8,IC,iPASS,B,R6,凱旋                  ,R9,中央公園                ,1,2024/5/31
2024/5/31,17,IC,EasyCard,B,R8,三多商圈                ,O5/R10,美麗島                 ,2,2024/5/31
2024/5/31,14,IC,iPASS,A,R14,巨蛋                  ,R4A,草衙                  ,2,2024/5/31
2024/5/31,18,IC,iPASS,A,R20,後勁                  ,R24,岡山高醫                ,3,2024/5/31
2024/5/31,20,IC,iPASS,A,R23,橋頭火車站               ,R16,左營                  ,1,2024/5/31
2024/5/31,14,IC,iPASS,C01,OT1,大寮                  ,R16,左營                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R12,後驛                  ,R20,後勁                  ,2,2024/5/31
2024/5/31,16,IC,EasyCard,B,R16,左營                  ,R8,三多商圈                ,12,2024/5/31
2024/5/31,21,IC,iPASS,B,R11,高雄車站                ,O10,衛武營                 ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,O4,前金,R21,都會公園,4,2024/5/31
2024/5/31,21,IC,iPASS,C02,O1,哈瑪星                 ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,22,IC,iPASS,C01,O10,衛武營                 ,R3,小港                  ,1,2024/5/31
2024/5/31,16,IC,CreditCard,A,R5,前鎮高中,R4A,草衙,1,2024/5/31
2024/5/31,14,IC,EasyCard,B,R16,左營                  ,R14,巨蛋                  ,8,2024/5/31
2024/5/31,20,IC,iPASS,A,R16,左營                  ,R6,凱旋                  ,19,2024/5/31
2024/5/31,15,IC,PaymentID,A,R11,高雄車站,R13,凹子底,1,2024/5/31
2024/5/31,13,IC,EasyCard,A,R22A,橋頭糖廠                ,R7,獅甲                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,C02,O13,大東                  ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,16,IC,icash,A,R8,三多商圈                ,R11,高雄車站                ,4,2024/5/31
2024/5/31,21,IC,EasyCard,A,R8,三多商圈                ,O14,鳳山國中                ,4,2024/5/31
2024/5/31,21,N-IC,,,R14,巨蛋,R24,岡山高醫,2,2024/5/31
2024/5/31,8,IC,iPASS,A,R14,巨蛋,O5/R10,美麗島,16,2024/5/31
2024/5/31,20,IC,PaymentID,A,R8,三多商圈,O13,大東,1,2024/5/31
2024/5/31,18,IC,EasyCard,A,R15,生態園區                ,R12,後驛                  ,3,2024/5/31
2024/5/31,23,IC,icash,A,R16,左營                  ,R18,油廠國小                ,2,2024/5/31
2024/5/31,17,IC,EasyCard,B,R8,三多商圈                ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,R17,世運,R23,橋頭火車站,1,2024/5/31
2024/5/31,9,IC,iPASS,A,O10,衛武營,R4A,草衙,2,2024/5/31
2024/5/31,21,IC,icash,A,O6,信義國小                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,11,IC,iPASS,C01,R12,後驛                  ,R18,油廠國小                ,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,OT1,大寮                  ,R13,凹子底                 ,1,2024/5/31
2024/5/31,13,IC,iPASS,C02,O4,前金                  ,R16,左營                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R11,高雄車站,R17,世運,3,2024/5/31
2024/5/31,14,IC,iPASS,B,R13,凹子底,O1,哈瑪星,1,2024/5/31
2024/5/31,18,IC,EasyCard,B,O5/R10,美麗島                 ,O1,哈瑪星                 ,2,2024/5/31
2024/5/31,17,IC,iPASS,A,R6,凱旋,R9,中央公園,6,2024/5/31
2024/5/31,9,IC,EasyCard,A,OT1,大寮                  ,O10,衛武營                 ,1,2024/5/31
2024/5/31,20,IC,iPASS,C02,R3,小港                  ,R16,左營                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,O7,文化中心,R5,前鎮高中,1,2024/5/31
2024/5/31,16,IC,iPASS,B,O8,五塊厝                 ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,18,IC,EasyCard,B,R4A,草衙                  ,R3,小港                  ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R12,後驛                  ,R20,後勁                  ,3,2024/5/31
2024/5/31,9,IC,iPASS,A,R6,凱旋,R5,前鎮高中,3,2024/5/31
2024/5/31,20,IC,EasyCard,A,R13,凹子底                 ,R14,巨蛋                  ,18,2024/5/31
2024/5/31,19,IC,iPASS,A,R6,凱旋                  ,R12,後驛                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R3,小港                  ,R7,獅甲                  ,1,2024/5/31
2024/5/31,14,IC,iPASS,C01,O2,鹽埕埔                 ,R22,青埔                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R12,後驛                  ,R18,油廠國小                ,2,2024/5/31
2024/5/31,17,IC,EasyCard,A,R9,中央公園                ,O7,文化中心                ,3,2024/5/31
2024/5/31,15,IC,iPASS,A,O8,五塊厝,O11,鳳山西站,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,O7,文化中心                ,R21,都會公園                ,2,2024/5/31
2024/5/31,15,IC,PaymentID,A,R20,後勁,R21,都會公園,1,2024/5/31
2024/5/31,16,IC,EasyCard,B,R6,凱旋                  ,R11,高雄車站                ,2,2024/5/31
2024/5/31,10,IC,EasyCard,A,R22,青埔                  ,R14,巨蛋                  ,2,2024/5/31
2024/5/31,13,IC,iPASS,C02,O5/R10,美麗島                 ,R15,生態園區                ,1,2024/5/31
2024/5/31,12,IC,iPASS,A,R8,三多商圈                ,R7,獅甲                  ,3,2024/5/31
2024/5/31,17,IC,PaymentID,A,R7,獅甲,R6,凱旋,1,2024/5/31
2024/5/31,12,IC,iPASS,C02,O10,衛武營                 ,OT1,大寮                  ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R7,獅甲,R4A,草衙,2,2024/5/31
2024/5/31,6,IC,iPASS,A,R8,三多商圈                ,R19,楠梓科技園區              ,5,2024/5/31
2024/5/31,18,IC,iPASS,C02,R7,獅甲                  ,R9,中央公園                ,2,2024/5/31
2024/5/31,8,IC,iPASS,A,R6,凱旋                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R19,楠梓科技園區,R24,岡山高醫,5,2024/5/31
2024/5/31,22,IC,iPASS,B,R14,巨蛋                  ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R16,左營                  ,R13,凹子底                 ,26,2024/5/31
2024/5/31,6,IC,iPASS,A,R21,都會公園,R4A,草衙,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R13,凹子底,O6,信義國小,2,2024/5/31
2024/5/31,18,IC,iPASS,A,R24,岡山高醫                ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,12,IC,EasyCard,B,O5/R10,美麗島                 ,O6,信義國小                ,4,2024/5/31
2024/5/31,16,IC,iPASS,A,O10,衛武營                 ,R13,凹子底                 ,5,2024/5/31
2024/5/31,20,IC,iPASS,A,R19,楠梓科技園區,O10,衛武營,2,2024/5/31
2024/5/31,9,IC,iPASS,A,R3,小港,R9,中央公園,6,2024/5/31
2024/5/31,22,IC,iPASS,A,R4A,草衙,O6,信義國小,1,2024/5/31
2024/5/31,19,IC,EasyCard,B,R9,中央公園                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,22,IC,iPASS,B,R8,三多商圈,R11,高雄車站,1,2024/5/31
2024/5/31,22,IC,iPASS,A,O4,前金                  ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R15,生態園區,R6,凱旋,2,2024/5/31
2024/5/31,21,IC,iPASS,A,R24,岡山高醫                ,R19,楠梓科技園區              ,2,2024/5/31
2024/5/31,16,IC,iPASS,C02,R11,高雄車站                ,O1,哈瑪星                 ,1,2024/5/31
2024/5/31,17,IC,iPASS,C01,O7,文化中心                ,O6,信義國小                ,1,2024/5/31
2024/5/31,19,IC,iPASS,A,O5/R10,美麗島,O2,鹽埕埔,6,2024/5/31
2024/5/31,18,IC,iPASS,A,R19,楠梓科技園區              ,R21,都會公園                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R22,青埔,O14,鳳山國中,1,2024/5/31
2024/5/31,0,IC,iPASS,C02,R4,高雄國際機場              ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,22,IC,EasyCard,A,O13,大東                  ,O6,信義國小                ,4,2024/5/31
2024/5/31,21,IC,iPASS,B,R4,高雄國際機場,R24,岡山高醫,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R14,巨蛋,O4,前金,1,2024/5/31
2024/5/31,12,IC,CreditCard,A,R8,三多商圈,R21,都會公園,1,2024/5/31
2024/5/31,8,IC,iPASS,C01,O1,哈瑪星                 ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,10,IC,EasyCard,A,O6,信義國小                ,O7,文化中心                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,O12,鳳山                  ,OT1,大寮                  ,1,2024/5/31
2024/5/31,18,IC,iPASS,A,R19,楠梓科技園區,O6,信義國小,1,2024/5/31
2024/5/31,18,IC,iPASS,B,O7,文化中心,R16,左營,1,2024/5/31
2024/5/31,13,IC,EasyCard,A,R24,岡山高醫                ,R22A,橋頭糖廠                ,1,2024/5/31
2024/5/31,17,IC,EasyCard,B,R16,左營                  ,R15,生態園區                ,2,2024/5/31
2024/5/31,22,IC,EasyCard,A,R16,左營                  ,OT1,大寮                  ,5,2024/5/31
2024/5/31,19,IC,iPASS,B,R8,三多商圈                ,R24,岡山高醫                ,3,2024/5/31
2024/5/31,17,IC,iPASS,A,R22,青埔,R7,獅甲,2,2024/5/31
2024/5/31,15,IC,EasyCard,A,R5,前鎮高中                ,R3,小港                  ,2,2024/5/31
2024/5/31,20,IC,CreditCard,A,R4A,草衙,R13,凹子底,1,2024/5/31
2024/5/31,22,IC,iPASS,C01,O5/R10,美麗島                 ,O7,文化中心                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R5,前鎮高中,R21,都會公園,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R3,小港,R11,高雄車站,1,2024/5/31
2024/5/31,11,IC,iPASS,A,R16,左營                  ,O4,前金                  ,3,2024/5/31
2024/5/31,6,IC,iPASS,A,O1,哈瑪星                 ,O4,前金                  ,2,2024/5/31
2024/5/31,18,IC,CreditCard,A,R14,巨蛋,R3,小港,1,2024/5/31
2024/5/31,10,IC,iPASS,A,O11,鳳山西站                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,9,IC,EasyCard,C01,R8,三多商圈                ,R11,高雄車站                ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,R20,後勁,R23,橋頭火車站,4,2024/5/31
2024/5/31,12,IC,iPASS,B,R20,後勁                  ,R11,高雄車站                ,1,2024/5/31
2024/5/31,23,N-IC,,,O5/R10,美麗島,O1,哈瑪星,2,2024/5/31
2024/5/31,9,IC,EasyCard,A,R13,凹子底                 ,R12,後驛                  ,2,2024/5/31
2024/5/31,9,IC,iPASS,A,R15,生態園區,R13,凹子底,3,2024/5/31
2024/5/31,11,IC,iPASS,A,R8,三多商圈,R9,中央公園,4,2024/5/31
2024/5/31,16,IC,iPASS,A,R3,小港,R21,都會公園,5,2024/5/31
2024/5/31,17,N-IC,,,R21,都會公園,OT1,大寮,1,2024/5/31
2024/5/31,14,IC,iPASS,A,O8,五塊厝                 ,O14,鳳山國中                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R4A,草衙                  ,R16,左營                  ,4,2024/5/31
2024/5/31,23,IC,EasyCard,A,R22,青埔                  ,R15,生態園區                ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,R18,油廠國小                ,R16,左營                  ,5,2024/5/31
2024/5/31,19,IC,EasyCard,B,R5,前鎮高中                ,O10,衛武營                 ,1,2024/5/31
2024/5/31,8,IC,iPASS,A,R23,橋頭火車站,R8,三多商圈,27,2024/5/31
2024/5/31,21,IC,iPASS,A,O6,信義國小,O9,苓雅運動園區,1,2024/5/31
2024/5/31,17,IC,iPASS,A,O1,哈瑪星                 ,R3,小港                  ,1,2024/5/31
2024/5/31,7,IC,iPASS,A,O8,五塊厝,O4,前金,7,2024/5/31
2024/5/31,11,IC,EasyCard,A,O5/R10,美麗島                 ,R14,巨蛋                  ,7,2024/5/31
2024/5/31,21,IC,PaymentID,A,R4,高雄國際機場,O13,大東,1,2024/5/31
2024/5/31,20,IC,icash,A,R9,中央公園                ,R14,巨蛋                  ,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,R15,生態園區                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,10,IC,iPASS,C01,O4,前金                  ,O12,鳳山                  ,2,2024/5/31
2024/5/31,11,IC,iPASS,A,R23,橋頭火車站               ,R3,小港                  ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,O2,鹽埕埔                 ,R11,高雄車站                ,1,2024/5/31
2024/5/31,14,IC,iPASS,A,R4,高雄國際機場              ,O9,苓雅運動園區              ,1,2024/5/31
2024/5/31,10,IC,EasyCard,B,R19,楠梓科技園區              ,R13,凹子底                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,B,R4A,草衙                  ,R3,小港                  ,4,2024/5/31
2024/5/31,11,IC,EasyCard,A,R9,中央公園                ,R11,高雄車站                ,4,2024/5/31
2024/5/31,17,IC,iPASS,C01,R15,生態園區                ,O4,前金                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R14,巨蛋                  ,R4A,草衙                  ,4,2024/5/31
2024/5/31,20,IC,iPASS,A,O4,前金,R7,獅甲,1,2024/5/31
2024/5/31,20,IC,iPASS,B,R14,巨蛋                  ,R11,高雄車站                ,12,2024/5/31
2024/5/31,17,IC,iPASS,C01,O7,文化中心                ,R17,世運                  ,1,2024/5/31
2024/5/31,15,IC,EasyCard,A,R6,凱旋                  ,R8,三多商圈                ,3,2024/5/31
2024/5/31,8,IC,iPASS,A,R23,橋頭火車站               ,O6,信義國小                ,1,2024/5/31
2024/5/31,15,IC,EasyCard,A,O12,鳳山                  ,R9,中央公園                ,1,2024/5/31
2024/5/31,17,IC,iPASS,A,R14,巨蛋,O14,鳳山國中,4,2024/5/31
2024/5/31,7,IC,iPASS,B,OT1,大寮,R7,獅甲,4,2024/5/31
2024/5/31,8,IC,iPASS,A,R19,楠梓科技園區              ,O4,前金                  ,1,2024/5/31
2024/5/31,19,IC,EasyCard,B,O5/R10,美麗島                 ,R12,後驛                  ,4,2024/5/31
2024/5/31,12,IC,iPASS,A,R16,左營,O7,文化中心,1,2024/5/31
2024/5/31,17,IC,iPASS,C02,O8,五塊厝                 ,R15,生態園區                ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R18,油廠國小,R11,高雄車站,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R4A,草衙,O14,鳳山國中,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,R23,橋頭火車站               ,R21,都會公園                ,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R21,都會公園                ,R23,橋頭火車站               ,1,2024/5/31
2024/5/31,12,IC,CreditCard,A,R24,岡山高醫,R14,巨蛋,2,2024/5/31
2024/5/31,20,IC,iPASS,B,O7,文化中心,O10,衛武營,1,2024/5/31
2024/5/31,17,IC,EasyCard,A,R3,小港                  ,R14,巨蛋                  ,5,2024/5/31
2024/5/31,11,N-IC,,,R16,左營,R15,生態園區,4,2024/5/31
2024/5/31,13,IC,iPASS,B,O2,鹽埕埔                 ,R16,左營                  ,3,2024/5/31
2024/5/31,10,IC,iPASS,B,R19,楠梓科技園區,R4,高雄國際機場,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R9,中央公園                ,R7,獅甲                  ,1,2024/5/31
2024/5/31,21,IC,EasyCard,A,R21,都會公園                ,R5,前鎮高中                ,1,2024/5/31
2024/5/31,9,IC,iPASS,C01,R15,生態園區                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,15,IC,iPASS,A,R8,三多商圈                ,R9,中央公園                ,15,2024/5/31
2024/5/31,9,IC,iPASS,B,R7,獅甲,R5,前鎮高中,1,2024/5/31
2024/5/31,17,N-IC,,,R4A,草衙,R15,生態園區,1,2024/5/31
2024/5/31,21,IC,iPASS,B,R13,凹子底                 ,R19,楠梓科技園區              ,4,2024/5/31
2024/5/31,9,IC,iPASS,A,R7,獅甲,R4A,草衙,2,2024/5/31
2024/5/31,11,IC,iPASS,B,R5,前鎮高中                ,R6,凱旋                  ,1,2024/5/31
2024/5/31,9,IC,EasyCard,A,R15,生態園區                ,R7,獅甲                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R12,後驛,R14,巨蛋,9,2024/5/31
2024/5/31,16,IC,iPASS,A,O7,文化中心                ,O12,鳳山                  ,3,2024/5/31
2024/5/31,19,N-IC,,,R4A,草衙,R9,中央公園,2,2024/5/31
2024/5/31,6,IC,iPASS,B,O2,鹽埕埔,OT1,大寮,1,2024/5/31
2024/5/31,15,IC,iPASS,C01,O7,文化中心                ,O6,信義國小                ,1,2024/5/31
2024/5/31,8,IC,PaymentID,A,R5,前鎮高中,R16,左營,2,2024/5/31
2024/5/31,8,IC,iPASS,B,R21,都會公園                ,R18,油廠國小                ,2,2024/5/31
2024/5/31,14,IC,iPASS,B,O1,哈瑪星                 ,O4,前金                  ,1,2024/5/31
2024/5/31,19,IC,iPASS,B,R12,後驛                  ,R4A,草衙                  ,1,2024/5/31
2024/5/31,23,IC,CreditCard,A,O5/R10,美麗島,R16,左營,1,2024/5/31
2024/5/31,12,IC,EasyCard,B,O1,哈瑪星                 ,R11,高雄車站                ,2,2024/5/31
2024/5/31,10,IC,iPASS,A,O4,前金,R12,後驛,1,2024/5/31
2024/5/31,16,IC,iPASS,B,R19,楠梓科技園區              ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R3,小港,R4,高雄國際機場,2,2024/5/31
2024/5/31,17,IC,EasyCard,B,O5/R10,美麗島                 ,R6,凱旋                  ,2,2024/5/31
2024/5/31,0,IC,iPASS,A,R8,三多商圈,R24,岡山高醫,2,2024/5/31
2024/5/31,13,IC,iPASS,A,O7,文化中心                ,O1,哈瑪星                 ,2,2024/5/31
2024/5/31,11,IC,EasyCard,C01,R16,左營                  ,R8,三多商圈                ,3,2024/5/31
2024/5/31,19,IC,EasyCard,A,R24,岡山高醫                ,R16,左營                  ,14,2024/5/31
2024/5/31,8,IC,iPASS,A,O4,前金,O5/R10,美麗島,1,2024/5/31
2024/5/31,14,IC,iPASS,C02,O1,哈瑪星                 ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,17,IC,EasyCard,B,R23,橋頭火車站               ,R6,凱旋                  ,1,2024/5/31
2024/5/31,23,IC,CreditCard,A,R11,高雄車站,R4A,草衙,1,2024/5/31
2024/5/31,22,IC,iPASS,A,R11,高雄車站                ,R6,凱旋                  ,4,2024/5/31
2024/5/31,21,IC,iPASS,A,R3,小港,O5/R10,美麗島,5,2024/5/31
2024/5/31,18,IC,iPASS,B,R3,小港,R24,岡山高醫,2,2024/5/31
2024/5/31,9,IC,iPASS,B,O9,苓雅運動園區              ,O13,大東                  ,1,2024/5/31
2024/5/31,12,N-IC,,,O8,五塊厝,O4,前金,1,2024/5/31
2024/5/31,14,IC,EasyCard,A,R4A,草衙                  ,R8,三多商圈                ,1,2024/5/31
2024/5/31,10,IC,iPASS,B,R19,楠梓科技園區              ,R8,三多商圈                ,1,2024/5/31
2024/5/31,10,IC,iPASS,A,R3,小港,R21,都會公園,1,2024/5/31
2024/5/31,16,IC,iPASS,C02,R9,中央公園                ,R21,都會公園                ,1,2024/5/31
2024/5/31,14,IC,icash,A,R16,左營                  ,R8,三多商圈                ,2,2024/5/31
2024/5/31,11,IC,iPASS,C02,O1,哈瑪星                 ,R13,凹子底                 ,1,2024/5/31
2024/5/31,18,IC,iPASS,C02,O4,前金                  ,R16,左營                  ,1,2024/5/31
2024/5/31,21,N-IC,,,R8,三多商圈,O4,前金,1,2024/5/31
2024/5/31,18,IC,iPASS,C01,R22A,橋頭糖廠                ,R24,岡山高醫                ,1,2024/5/31
2024/5/31,21,IC,iPASS,A,R6,凱旋,R13,凹子底,2,2024/5/31
2024/5/31,19,IC,EasyCard,A,O1,哈瑪星                 ,O5/R10,美麗島                 ,28,2024/5/31
2024/5/31,18,IC,EasyCard,A,R11,高雄車站                ,O1,哈瑪星                 ,9,2024/5/31
2024/5/31,21,IC,icash,A,R9,中央公園                ,R18,油廠國小                ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R13,凹子底,R21,都會公園,13,2024/5/31
2024/5/31,8,IC,iPASS,A,O6,信義國小,O5/R10,美麗島,3,2024/5/31
2024/5/31,7,IC,iPASS,C01,R16,左營                  ,R3,小港                  ,1,2024/5/31
2024/5/31,22,IC,iPASS,C02,R24,岡山高醫                ,O5/R10,美麗島                 ,1,2024/5/31
2024/5/31,23,IC,iPASS,B,R11,高雄車站                ,O11,鳳山西站                ,1,2024/5/31
2024/5/31,6,IC,EasyCard,A,R4A,草衙                  ,R12,後驛                  ,1,2024/5/31
2024/5/31,20,IC,EasyCard,B,R11,高雄車站                ,O7,文化中心                ,1,2024/5/31
2024/5/31,21,IC,EasyCard,A,R16,左營                  ,R5,前鎮高中                ,20,2024/5/31
2024/5/31,13,IC,EasyCard,A,R23,橋頭火車站               ,R4,高雄國際機場              ,1,2024/5/31
2024/5/31,20,IC,iPASS,A,O5/R10,美麗島,O6,信義國小,2,2024/5/31
2024/5/31,6,N-IC,,,R24,岡山高醫,R21,都會公園,1,2024/5/31
2024/5/31,18,IC,iPASS,C01,R15,生態園區                ,R9,中央公園                ,1,2024/5/31
2024/5/31,16,IC,iPASS,C01,O13,大東                  ,R12,後驛                  ,2,2024/5/31
2024/5/31,17,IC,iPASS,A,O6,信義國小                ,O2,鹽埕埔                 ,1,2024/5/31
2024/5/31,8,IC,EasyCard,A,R15,生態園區                ,R7,獅甲                  ,1,2024/5/31
2024/5/31,16,IC,iPASS,A,R7,獅甲,R7,獅甲,1,2024/5/31
2024/5/31,6,IC,iPASS,C01,R11,高雄車站                ,R4,高雄國際機場              ,3,2024/5/31
